Node	Degree	R[0]	R[0] Rank	R[200]	Rank R[200]	Network_Id	Delta Rank((R[200]-R0))	Delta((R[200]-R0)/R0)
IQCB1_HUMAN	3.00	2.43	335	1.55106	348	1	13.0	0.03880597014925373
PLCB1_HUMAN	8.00	6.48	90	4.13617	81	1	-9.0	-0.1
PLCB2_HUMAN	11.00	8.91	61	5.68723	60	1	-1.0	-0.01639344262295082
PLCB3_HUMAN	8.00	6.48	89	4.13617	80	1	-9.0	-0.10112359550561797
TRAF3_HUMAN	9.00	7.29	74	4.65319	72	1	-2.0	-0.02702702702702703
NFAT5_HUMAN	7.00	5.67	113	3.61915	114	1	1.0	0.008849557522123894
P2BA_HUMAN	1.00	0.81	939	0.51702	1551	1	612.0	0.6517571884984026
NFAC1_HUMAN	6.00	4.86	133	3.10213	134	1	1.0	0.007518796992481203
NFAC2_HUMAN	7.00	5.67	112	3.61915	99	1	-13.0	-0.11607142857142858
ANC2_HUMAN	8.00	6.48	91	4.13617	87	1	-4.0	-0.04395604395604396
APC10_HUMAN	7.00	5.67	110	3.61915	112	1	2.0	0.01818181818181818
APC11_HUMAN	7.00	5.67	111	3.61915	113	1	2.0	0.018018018018018018
APC13_HUMAN	7.00	5.67	106	3.61915	108	1	2.0	0.018867924528301886
APC1_HUMAN	7.00	5.67	105	3.61915	107	1	2.0	0.01904761904761905
APC4_HUMAN	7.00	5.67	104	3.61915	106	1	2.0	0.019230769230769232
APC5_HUMAN	7.00	5.67	103	3.61915	105	1	2.0	0.019417475728155338
APC7_HUMAN	7.00	5.67	102	3.61915	104	1	2.0	0.0196078431372549
CALL5_HUMAN	8.00	6.48	86	4.13617	86	1	0.0	0.0
CALL6_HUMAN	8.00	6.48	85	4.13617	85	1	0.0	0.0
CDC16_HUMAN	7.00	5.67	101	3.61915	103	1	2.0	0.019801980198019802
CDC20_HUMAN	8.00	6.48	88	4.13617	90	1	2.0	0.022727272727272728
CDC23_HUMAN	7.00	5.67	108	3.61915	110	1	2.0	0.018518518518518517
CDC26_HUMAN	7.00	5.67	107	3.61915	109	1	2.0	0.018691588785046728
CDC27_HUMAN	8.00	6.48	87	4.13617	82	1	-5.0	-0.05747126436781609
PP2AB_HUMAN	4.00	3.24	239	2.06809	260	1	21.0	0.08786610878661087
PPR1B_HUMAN	3.00	2.43	334	1.55106	415	1	81.0	0.24251497005988024
2AAA_HUMAN	6.00	4.86	132	3.10213	147	1	15.0	0.11363636363636363
TB10C_HUMAN	1.00	0.81	937	0.51702	1441	1	504.0	0.5378868729989328
NFAC3_HUMAN	4.00	3.24	243	2.06809	253	1	10.0	0.0411522633744856
NFAC4_HUMAN	4.00	3.24	244	2.06809	232	1	-12.0	-0.04918032786885246
NLRC4_HUMAN	2.00	1.62	552	1.03404	807	1	255.0	0.46195652173913043
NOD1_HUMAN	2.00	1.62	553	1.03404	689	1	136.0	0.24593128390596744
CAR16_HUMAN	1.00	0.81	944	0.51702	1754	1	810.0	0.8580508474576272
CEBPB_HUMAN	4.00	3.24	242	2.06809	266	1	24.0	0.09917355371900827
CAR12_HUMAN	1.00	0.81	945	0.51702	1755	1	810.0	0.8571428571428571
CARD4_HUMAN	2.00	1.62	551	1.03404	688	1	137.0	0.24863883847549909
NOD2_HUMAN	2.00	1.62	555	1.03404	608	1	53.0	0.09549549549549549
LMNA_HUMAN	1.00	0.81	947	0.51702	1757	1	810.0	0.8553326293558606
PAAF1_HUMAN	1.00	0.81	948	0.51702	1758	1	810.0	0.8544303797468354
PRS6B_HUMAN	2.00	1.62	556	1.03404	661	1	105.0	0.18884892086330934
PSD10_HUMAN	2.00	1.62	554	1.03404	808	1	254.0	0.4584837545126354
RIPK2_HUMAN	3.00	2.43	340	1.55106	368	1	28.0	0.08235294117647059
ATX3_HUMAN	1.00	0.81	946	0.51702	1756	1	810.0	0.8562367864693446
NEDD4_HUMAN	6.00	4.86	135	3.10213	130	1	-5.0	-0.037037037037037035
AP2A_HUMAN	3.00	2.43	337	1.55106	449	1	112.0	0.3323442136498516
CARD8_HUMAN	2.00	1.62	547	1.03404	687	1	140.0	0.25594149908592323
CAR17_HUMAN	1.00	0.81	941	0.51702	1751	1	810.0	0.8607863974495218
FGF2_HUMAN	3.00	2.43	338	1.55106	444	1	106.0	0.3136094674556213
ANDR_HUMAN	5.00	4.05	174	2.58511	191	1	17.0	0.09770114942528736
TAU_HUMAN	4.00	3.24	240	2.06809	239	1	-1.0	-0.004166666666666667
PA24A_HUMAN	6.00	4.86	134	3.10213	125	1	-9.0	-0.06716417910447761
CASPE_HUMAN	1.00	0.81	940	0.51702	1750	1	810.0	0.8617021276595744
NALP3_HUMAN	1.00	0.81	943	0.51702	1753	1	810.0	0.8589607635206787
IL18_HUMAN	2.00	1.62	549	1.03404	593	1	44.0	0.08014571948998178
MEFV_HUMAN	2.00	1.62	550	1.03404	607	1	57.0	0.10363636363636364
EGFR_HUMAN	3.00	2.43	339	1.55106	336	1	-3.0	-0.008849557522123894
TRAF2_HUMAN	5.00	4.05	175	2.58511	162	1	-13.0	-0.07428571428571429
IL33_HUMAN	1.00	0.81	942	0.51702	1752	1	810.0	0.8598726114649682
ICAL_HUMAN	2.00	1.62	548	1.03404	592	1	44.0	0.08029197080291971
IL1B_HUMAN	4.00	3.24	241	2.06809	213	1	-28.0	-0.11618257261410789
PKN1_HUMAN	10.00	8.10	70	5.17021	64	1	-6.0	-0.08571428571428572
TIRAP_HUMAN	1.00	0.81	958	0.51702	1759	1	801.0	0.8361169102296451
NF2L2_HUMAN	2.00	1.62	567	1.03404	594	1	27.0	0.047619047619047616
IL1A_HUMAN	2.00	1.62	566	1.03404	610	1	44.0	0.07773851590106007
ATN1_HUMAN	2.00	1.62	568	1.03404	595	1	27.0	0.04753521126760563
PANX1_HUMAN	1.00	0.81	960	0.51702	1761	1	801.0	0.834375
HD_HUMAN	3.00	2.43	343	1.55106	450	1	107.0	0.3119533527696793
UCHL5_HUMAN	1.00	0.81	959	0.51702	1760	1	801.0	0.835245046923879
MYD88_HUMAN	2.00	1.62	562	1.03404	609	1	47.0	0.08362989323843416
GDIS_HUMAN	3.00	2.43	342	1.55106	329	1	-13.0	-0.038011695906432746
ACINU_HUMAN	1.00	0.81	957	0.51702	1059	1	102.0	0.10658307210031348
BIRC4_HUMAN	2.00	1.62	561	1.03404	573	1	12.0	0.0213903743315508
BIRC6_HUMAN	2.00	1.62	565	1.03404	575	1	10.0	0.017699115044247787
VIME_HUMAN	4.00	3.24	245	2.06809	242	1	-3.0	-0.012244897959183673
GDIR2_HUMAN	2.00	1.62	564	1.03404	507	1	-57.0	-0.10106382978723404
GRAP1_HUMAN	2.00	1.62	563	1.03404	574	1	11.0	0.019538188277087035
ROCK1_HUMAN	2.00	1.62	560	1.03404	506	1	-54.0	-0.09642857142857143
BIRC3_HUMAN	5.00	4.05	176	2.58511	158	1	-18.0	-0.10227272727272728
DFFA_HUMAN	1.00	0.81	953	0.51702	1055	1	102.0	0.10703043022035677
PI51A_HUMAN	1.00	0.81	954	0.51702	1056	1	102.0	0.1069182389937107
SLK_HUMAN	1.00	0.81	955	0.51702	1057	1	102.0	0.1068062827225131
DSG3_HUMAN	1.00	0.81	956	0.51702	1058	1	102.0	0.10669456066945607
A4_HUMAN	8.00	6.48	92	4.13617	78	1	-14.0	-0.15217391304347827
CDC42_HUMAN	10.00	8.10	69	5.17021	65	1	-4.0	-0.057971014492753624
GELS_HUMAN	1.00	0.81	950	0.51702	1052	1	102.0	0.10736842105263159
GOGA3_HUMAN	1.00	0.81	951	0.51702	1053	1	102.0	0.10725552050473186
KPCZ_HUMAN	3.00	2.43	341	1.55106	337	1	-4.0	-0.011730205278592375
GORS1_HUMAN	1.00	0.81	949	0.51702	1051	1	102.0	0.10748155953635406
AKAP8_HUMAN	1.00	0.81	952	0.51702	1054	1	102.0	0.10714285714285714
RAD51_HUMAN	2.00	1.62	559	1.03404	748	1	189.0	0.33810375670840787
MLH1_HUMAN	2.00	1.62	557	1.03404	572	1	15.0	0.026929982046678635
BCAR1_HUMAN	2.00	1.62	558	1.03404	505	1	-53.0	-0.09498207885304659
RABE1_HUMAN	2.00	1.62	575	1.03404	568	1	-7.0	-0.01217391304347826
PTBP1_HUMAN	1.00	0.81	971	0.51702	1070	1	99.0	0.101956745623069
SPTN1_HUMAN	7.00	5.67	114	3.61915	100	1	-14.0	-0.12280701754385964
BLM_HUMAN	2.00	1.62	576	1.03404	753	1	177.0	0.3072916666666667
ADDA_HUMAN	1.00	0.81	972	0.51702	1071	1	99.0	0.10185185185185185
LYN_HUMAN	3.00	2.43	349	1.55106	325	1	-24.0	-0.06876790830945559
EIF3J_HUMAN	1.00	0.81	973	0.51702	1072	1	99.0	0.10174717368961973
E2AK2_HUMAN	4.00	3.24	249	2.06809	267	1	18.0	0.07228915662650602
HNRPU_HUMAN	4.00	3.24	247	2.06809	221	1	-26.0	-0.10526315789473684
MEF2A_HUMAN	4.00	3.24	246	2.06809	207	1	-39.0	-0.15853658536585366
MET_HUMAN	3.00	2.43	347	1.55106	430	1	83.0	0.23919308357348704
RFC1_HUMAN	2.00	1.62	573	1.03404	752	1	179.0	0.31239092495637
MYL3_HUMAN	1.00	0.81	970	0.51702	1069	1	99.0	0.10206185567010309
RASA1_HUMAN	3.00	2.43	348	1.55106	320	1	-28.0	-0.08045977011494253
SRF_HUMAN	4.00	3.24	248	2.06809	208	1	-40.0	-0.16129032258064516
VAV_HUMAN	2.00	1.62	574	1.03404	508	1	-66.0	-0.11498257839721254
GATA1_HUMAN	1.00	0.81	964	0.51702	1063	1	99.0	0.10269709543568464
KPCT_HUMAN	1.00	0.81	965	0.51702	1064	1	99.0	0.10259067357512953
PSIP1_HUMAN	1.00	0.81	966	0.51702	1065	1	99.0	0.10248447204968944
JIP3_HUMAN	3.00	2.43	346	1.55106	346	1	0.0	0.0
UBE4B_HUMAN	2.00	1.62	572	1.03404	751	1	179.0	0.3129370629370629
DFFB_HUMAN	1.00	0.81	967	0.51702	1066	1	99.0	0.10237849017580145
AIFM1_HUMAN	1.00	0.81	968	0.51702	1067	1	99.0	0.10227272727272728
PKN2_HUMAN	1.00	0.81	969	0.51702	1068	1	99.0	0.1021671826625387
PSME3_HUMAN	2.00	1.62	569	1.03404	749	1	180.0	0.3163444639718805
BIRC7_HUMAN	2.00	1.62	570	1.03404	576	1	6.0	0.010526315789473684
BIRC5_HUMAN	3.00	2.43	344	1.55106	330	1	-14.0	-0.040697674418604654
PYR1_HUMAN	1.00	0.81	961	0.51702	1060	1	99.0	0.10301768990634755
SRBP2_HUMAN	2.00	1.62	571	1.03404	750	1	179.0	0.3134851138353765
STK24_HUMAN	1.00	0.81	962	0.51702	1061	1	99.0	0.10291060291060292
CADH1_HUMAN	3.00	2.43	345	1.55106	299	1	-46.0	-0.13333333333333333
IF2A_HUMAN	1.00	0.81	963	0.51702	1062	1	99.0	0.102803738317757
USO1_HUMAN	2.00	1.62	579	1.03404	755	1	176.0	0.30397236614853196
M3K14_HUMAN	3.00	2.43	358	1.55106	338	1	-20.0	-0.055865921787709494
DCTN1_HUMAN	3.00	2.43	357	1.55106	347	1	-10.0	-0.028011204481792718
HMGB1_HUMAN	3.00	2.43	356	1.55106	426	1	70.0	0.19662921348314608
PDE5A_HUMAN	1.00	0.81	990	0.51702	1089	1	99.0	0.1
FBW1A_HUMAN	3.00	2.43	355	1.55106	424	1	69.0	0.19436619718309858
PDE10_HUMAN	1.00	0.81	989	0.51702	1088	1	99.0	0.10010111223458039
HEY2_HUMAN	1.00	0.81	988	0.51702	1087	1	99.0	0.10020242914979757
IF4G2_HUMAN	1.00	0.81	987	0.51702	1086	1	99.0	0.10030395136778116
SYSM_HUMAN	1.00	0.81	986	0.51702	1085	1	99.0	0.10040567951318459
FBW1B_HUMAN	1.00	0.81	985	0.51702	1084	1	99.0	0.10050761421319797
THA11_HUMAN	1.00	0.81	984	0.51702	1083	1	99.0	0.10060975609756098
AKT2_HUMAN	4.00	3.24	251	2.06809	223	1	-28.0	-0.11155378486055777
DBNL_HUMAN	1.00	0.81	983	0.51702	1082	1	99.0	0.10071210579857579
AKT3_HUMAN	3.00	2.43	354	1.55106	327	1	-27.0	-0.07627118644067797
PRKDC_HUMAN	2.00	1.62	578	1.03404	754	1	176.0	0.3044982698961938
GLRX1_HUMAN	2.00	1.62	577	1.03404	577	1	0.0	0.0
WEE1_HUMAN	1.00	0.81	982	0.51702	1081	1	99.0	0.10081466395112017
PTMA_HUMAN	1.00	0.81	981	0.51702	1080	1	99.0	0.10091743119266056
MDM2_HUMAN	3.00	2.43	353	1.55106	461	1	108.0	0.3059490084985836
NUMA1_HUMAN	1.00	0.81	980	0.51702	1079	1	99.0	0.10102040816326531
DSG1_HUMAN	3.00	2.43	352	1.55106	349	1	-3.0	-0.008522727272727272
BMX_HUMAN	3.00	2.43	351	1.55106	447	1	96.0	0.27350427350427353
CH10_HUMAN	1.00	0.81	979	0.51702	1078	1	99.0	0.10112359550561797
DCC_HUMAN	3.00	2.43	350	1.55106	326	1	-24.0	-0.06857142857142857
DEDD_HUMAN	1.00	0.81	978	0.51702	1077	1	99.0	0.10122699386503067
PAK2_HUMAN	4.00	3.24	250	2.06809	203	1	-47.0	-0.188
IL16_HUMAN	5.00	4.05	177	2.58511	167	1	-10.0	-0.05649717514124294
LPAR1_HUMAN	1.00	0.81	976	0.51702	1075	1	99.0	0.1014344262295082
LPAR3_HUMAN	1.00	0.81	977	0.51702	1076	1	99.0	0.10133060388945753
CSEN_HUMAN	1.00	0.81	974	0.51702	1073	1	99.0	0.10164271047227925
IF4B_HUMAN	1.00	0.81	975	0.51702	1074	1	99.0	0.10153846153846154
RBX2_HUMAN	2.00	1.62	585	1.03404	611	1	26.0	0.044444444444444446
LMNB1_HUMAN	1.00	0.81	1006	0.51702	1104	1	98.0	0.09741550695825049
HCLS1_HUMAN	1.00	0.81	1008	0.51702	1106	1	98.0	0.09722222222222222
SRP72_HUMAN	1.00	0.81	1007	0.51702	1105	1	98.0	0.09731876861966236
DYNA_HUMAN	1.00	0.81	1004	0.51702	1102	1	98.0	0.09760956175298804
VDP_HUMAN	1.00	0.81	1003	0.51702	1101	1	98.0	0.09770687936191426
RB_HUMAN	6.00	4.86	137	3.10213	141	1	4.0	0.029197080291970802
PICAL_HUMAN	1.00	0.81	1005	0.51702	1103	1	98.0	0.09751243781094528
TRAF1_HUMAN	5.00	4.05	178	2.58511	159	1	-19.0	-0.10674157303370786
STK3_HUMAN	1.00	0.81	1002	0.51702	1100	1	98.0	0.09780439121756487
FYN_HUMAN	7.00	5.67	115	3.61915	96	1	-19.0	-0.16521739130434782
STK4_HUMAN	2.00	1.62	584	1.03404	757	1	173.0	0.2962328767123288
CTNB1_HUMAN	10.00	8.10	71	5.17021	63	1	-8.0	-0.11267605633802817
SRBP1_HUMAN	1.00	0.81	1000	0.51702	1098	1	98.0	0.098
LIMK1_HUMAN	2.00	1.62	583	1.03404	484	1	-99.0	-0.16981132075471697
WNK3_HUMAN	1.00	0.81	1001	0.51702	1099	1	98.0	0.0979020979020979
NDUS1_HUMAN	1.00	0.81	997	0.51702	1095	1	98.0	0.09829488465396188
SPTA2_HUMAN	3.00	2.43	360	1.55106	331	1	-29.0	-0.08055555555555556
NUCB2_HUMAN	1.00	0.81	998	0.51702	1096	1	98.0	0.09819639278557114
BEX3_HUMAN	1.00	0.81	999	0.51702	1097	1	98.0	0.0980980980980981
MST4_HUMAN	1.00	0.81	994	0.51702	1092	1	98.0	0.09859154929577464
M4K1_HUMAN	1.00	0.81	995	0.51702	1093	1	98.0	0.09849246231155778
IMB1_HUMAN	6.00	4.86	136	3.10213	142	1	6.0	0.04411764705882353
LATS2_HUMAN	1.00	0.81	996	0.51702	1094	1	98.0	0.09839357429718876
GAS2_HUMAN	1.00	0.81	993	0.51702	1091	1	98.0	0.0986908358509567
LATS1_HUMAN	2.00	1.62	582	1.03404	509	1	-73.0	-0.1254295532646048
DP13A_HUMAN	3.00	2.43	359	1.55106	350	1	-9.0	-0.025069637883008356
SRC_HUMAN	12.00	9.72	58	6.20426	56	1	-2.0	-0.034482758620689655
H2AX_HUMAN	2.00	1.62	580	1.03404	756	1	176.0	0.30344827586206896
SAV1_HUMAN	1.00	0.81	991	0.51702	1090	1	99.0	0.09989909182643794
ILK_HUMAN	2.00	1.62	581	1.03404	596	1	15.0	0.025817555938037865
DESP_HUMAN	1.00	0.81	992	0.51702	1552	1	560.0	0.5645161290322581
MP2K2_HUMAN	4.00	3.24	253	2.06809	254	1	1.0	0.003952569169960474
ABL1_HUMAN	9.00	7.29	75	4.65319	75	1	0.0	0.0
GMEB1_HUMAN	1.00	0.81	1035	0.51702	1566	1	531.0	0.5130434782608696
BIRC8_HUMAN	1.00	0.81	1036	0.51702	1567	1	531.0	0.5125482625482626
MZB1_HUMAN	1.00	0.81	1033	0.51702	1564	1	531.0	0.5140367860600193
BCL10_HUMAN	2.00	1.62	591	1.03404	597	1	6.0	0.01015228426395939
MP2K1_HUMAN	4.00	3.24	252	2.06809	236	1	-16.0	-0.06349206349206349
IF4G1_HUMAN	1.00	0.81	1034	0.51702	1565	1	531.0	0.5135396518375241
DYR1A_HUMAN	1.00	0.81	1041	0.51702	1572	1	531.0	0.5100864553314121
BIRC1_HUMAN	1.00	0.81	1042	0.51702	1573	1	531.0	0.5095969289827256
CATA_HUMAN	43.00	34.83	31	22.23191	32	1	1.0	0.03225806451612903
TBA8_HUMAN	1.00	0.81	1043	0.51702	1574	1	531.0	0.5091083413231065
RPC6_HUMAN	1.00	0.81	1037	0.51702	1568	1	531.0	0.5120540019286403
E2F4_HUMAN	1.00	0.81	1038	0.51702	1569	1	531.0	0.5115606936416185
SUMO4_HUMAN	1.00	0.81	1039	0.51702	1570	1	531.0	0.5110683349374399
ECHP_HUMAN	1.00	0.81	1040	0.51702	1571	1	531.0	0.510576923076923
UBP53_HUMAN	1.00	0.81	1046	0.51702	1577	1	531.0	0.5076481835564054
PEX5_HUMAN	1.00	0.81	1045	0.51702	1576	1	531.0	0.508133971291866
SODM_HUMAN	6.00	4.86	140	3.10213	144	1	4.0	0.02857142857142857
TLR10_HUMAN	1.00	0.81	1047	0.51702	1578	1	531.0	0.5071633237822349
PSA1_HUMAN	1.00	0.81	1044	0.51702	1575	1	531.0	0.5086206896551724
IMA7_HUMAN	3.00	2.43	361	1.55106	369	1	8.0	0.0221606648199446
FOXO3_HUMAN	2.00	1.62	593	1.03404	793	1	200.0	0.3372681281618887
ABL2_HUMAN	2.00	1.62	592	1.03404	690	1	98.0	0.16554054054054054
SODE_HUMAN	1.00	0.81	1053	0.51702	1584	1	531.0	0.5042735042735043
TYSD1_HUMAN	1.00	0.81	1052	0.51702	1583	1	531.0	0.5047528517110266
ADH1G_HUMAN	1.00	0.81	1055	0.51702	1586	1	531.0	0.5033175355450237
ALDH2_HUMAN	1.00	0.81	1054	0.51702	1585	1	531.0	0.5037950664136622
N6AM1_HUMAN	1.00	0.81	1049	0.51702	1580	1	531.0	0.5061963775023832
EI2BB_HUMAN	1.00	0.81	1048	0.51702	1579	1	531.0	0.5066793893129771
ANMX_HUMAN	1.00	0.81	1051	0.51702	1582	1	531.0	0.50523311132255
HEMK_HUMAN	1.00	0.81	1050	0.51702	1581	1	531.0	0.5057142857142857
PTN11_HUMAN	6.00	4.86	138	3.10213	135	1	-3.0	-0.021739130434782608
GPX4_HUMAN	2.00	1.62	586	1.03404	630	1	44.0	0.07508532423208192
GPX5_HUMAN	1.00	0.81	1013	0.51702	1557	1	544.0	0.5370187561697927
LCMT1_HUMAN	1.00	0.81	1014	0.51702	1558	1	544.0	0.5364891518737672
XDH_HUMAN	1.00	0.81	1011	0.51702	1555	1	544.0	0.5380811078140455
KYNU_HUMAN	1.00	0.81	1012	0.51702	1556	1	544.0	0.5375494071146245
3HAO_HUMAN	1.00	0.81	1009	0.51702	1553	1	544.0	0.5391476709613479
ANM2_HUMAN	1.00	0.81	1010	0.51702	1554	1	544.0	0.5386138613861386
ANM4_HUMAN	1.00	0.81	1020	0.51702	1562	1	542.0	0.5313725490196078
ANM6_HUMAN	1.00	0.81	1021	0.51702	1563	1	542.0	0.5308521057786484
RRMJ1_HUMAN	1.00	0.81	1018	0.51702	1560	1	542.0	0.5324165029469549
RRMJ2_HUMAN	1.00	0.81	1019	0.51702	1561	1	542.0	0.5318940137389597
WBS22_HUMAN	1.00	0.81	1017	0.51702	1559	1	542.0	0.5329400196656834
CCS_HUMAN	6.00	4.86	139	3.10213	140	1	1.0	0.007194244604316547
APBA1_HUMAN	1.00	0.81	1015	0.51702	1663	1	648.0	0.638423645320197
PRS23_HUMAN	1.00	0.81	1016	0.51702	1442	1	426.0	0.41929133858267714
SL9A4_HUMAN	2.00	1.62	590	1.03404	634	1	44.0	0.07457627118644068
SL9A1_HUMAN	5.00	4.05	179	2.58511	161	1	-18.0	-0.1005586592178771
SL9A2_HUMAN	2.00	1.62	589	1.03404	633	1	44.0	0.07470288624787776
SL9A3_HUMAN	2.00	1.62	588	1.03404	632	1	44.0	0.07482993197278912
KIF1B_HUMAN	1.00	0.81	1024	0.51702	1444	1	420.0	0.41015625
ST17B_HUMAN	1.00	0.81	1023	0.51702	1443	1	420.0	0.41055718475073316
SL9A5_HUMAN	2.00	1.62	587	1.03404	631	1	44.0	0.07495741056218058
COX42_HUMAN	1.00	0.81	1022	0.51702	1762	1	740.0	0.7240704500978473
QCR1_HUMAN	1.00	0.81	1032	0.51702	1770	1	738.0	0.7151162790697675
CBPC1_HUMAN	1.00	0.81	1031	0.51702	1769	1	738.0	0.7158098933074685
NDOR1_HUMAN	1.00	0.81	1030	0.51702	1768	1	738.0	0.7165048543689321
NB5R1_HUMAN	1.00	0.81	1029	0.51702	1767	1	738.0	0.717201166180758
NB5R3_HUMAN	1.00	0.81	1028	0.51702	1766	1	738.0	0.7178988326848249
CY1_HUMAN	1.00	0.81	1027	0.51702	1765	1	738.0	0.7185978578383642
ZPR1_HUMAN	1.00	0.81	1026	0.51702	1764	1	738.0	0.7192982456140351
CYB5_HUMAN	1.00	0.81	1025	0.51702	1763	1	738.0	0.72
SHC1_HUMAN	4.00	3.24	254	2.06809	214	1	-40.0	-0.15748031496062992
HSP7C_HUMAN	3.00	2.43	366	1.55106	466	1	100.0	0.273224043715847
KC1G2_HUMAN	2.00	1.62	603	1.03404	809	1	206.0	0.3416252072968491
VDAC2_HUMAN	1.00	0.81	1074	0.51702	1771	1	697.0	0.648975791433892
NCB5R_HUMAN	1.00	0.81	1075	0.51702	1772	1	697.0	0.6483720930232558
UQCR1_HUMAN	1.00	0.81	1076	0.51702	1773	1	697.0	0.6477695167286245
ADX_HUMAN	1.00	0.81	1077	0.51702	1774	1	697.0	0.6471680594243269
SAFB1_HUMAN	2.00	1.62	604	1.03404	810	1	206.0	0.34105960264900664
PP2BB_HUMAN	51.00	41.31	26	26.36809	26	1	0.0	0.0
MYPT1_HUMAN	1.00	0.81	1078	0.51702	1775	1	697.0	0.6465677179962894
CNEP1_HUMAN	1.00	0.81	1079	0.51702	1776	1	697.0	0.6459684893419834
DAXX_HUMAN	95.00	76.95	12	49.11702	12	1	0.0	0.0
CD2A1_HUMAN	2.00	1.62	605	1.03404	840	1	235.0	0.3884297520661157
CD2A2_HUMAN	2.00	1.62	606	1.03404	841	1	235.0	0.38778877887788776
FRIH_HUMAN	2.00	1.62	607	1.03404	626	1	19.0	0.03130148270181219
H33_HUMAN	3.00	2.43	367	1.55106	451	1	84.0	0.22888283378746593
H4_HUMAN	1.00	0.81	1080	0.51702	1877	1	797.0	0.7379629629629629
RASF1_HUMAN	3.00	2.43	368	1.55106	470	1	102.0	0.27717391304347827
TNR6_HUMAN	3.00	2.43	369	1.55106	370	1	1.0	0.0027100271002710027
UBP7_HUMAN	2.00	1.62	608	1.03404	842	1	234.0	0.3848684210526316
H31_HUMAN	1.00	0.81	1082	0.51702	1879	1	797.0	0.7365988909426987
TF7L2_HUMAN	1.00	0.81	1081	0.51702	1878	1	797.0	0.7372802960222017
AIRE_HUMAN	1.00	0.81	1083	0.51702	1880	1	797.0	0.7359187442289935
GCR_HUMAN	2.00	1.62	609	1.03404	843	1	234.0	0.3842364532019704
SUMO1_HUMAN	5.00	4.05	181	2.58511	193	1	12.0	0.06629834254143646
UBC9_HUMAN	3.00	2.43	370	1.55106	471	1	101.0	0.27297297297297296
ETS1_HUMAN	3.00	2.43	371	1.55106	467	1	96.0	0.2587601078167116
DNMT1_HUMAN	2.00	1.62	610	1.03404	844	1	234.0	0.3836065573770492
STAT3_HUMAN	5.00	4.05	182	2.58511	181	1	-1.0	-0.005494505494505495
SNW1_HUMAN	1.00	0.81	1084	0.51702	1881	1	797.0	0.735239852398524
AXIN1_HUMAN	2.00	1.62	612	1.03404	846	1	234.0	0.38235294117647056
P63_HUMAN	2.00	1.62	611	1.03404	845	1	234.0	0.3829787234042553
MYH11_HUMAN	1.00	0.81	1057	0.51702	1860	1	803.0	0.759697256385998
TGFR2_HUMAN	1.00	0.81	1058	0.51702	1861	1	803.0	0.7589792060491494
HIPK3_HUMAN	2.00	1.62	594	1.03404	834	1	240.0	0.40404040404040403
TFE2_HUMAN	1.00	0.81	1056	0.51702	1859	1	803.0	0.7604166666666666
CHIP_HUMAN	5.00	4.05	180	2.58511	201	1	21.0	0.11666666666666667
SENP2_HUMAN	1.00	0.81	1059	0.51702	1862	1	803.0	0.7582625118035883
PLAL1_HUMAN	2.00	1.62	595	1.03404	835	1	240.0	0.40336134453781514
SMAD4_HUMAN	2.00	1.62	596	1.03404	719	1	123.0	0.2063758389261745
TGFB2_HUMAN	1.00	0.81	1061	0.51702	1864	1	803.0	0.7568331762488218
RO52_HUMAN	1.00	0.81	1062	0.51702	1865	1	803.0	0.756120527306968
ITF2_HUMAN	1.00	0.81	1060	0.51702	1863	1	803.0	0.7575471698113208
GTR4_HUMAN	2.00	1.62	597	1.03404	624	1	27.0	0.04522613065326633
PAX5_HUMAN	1.00	0.81	1064	0.51702	1867	1	803.0	0.7546992481203008
HGFL_HUMAN	1.00	0.81	1065	0.51702	1868	1	803.0	0.7539906103286385
TS101_HUMAN	2.00	1.62	598	1.03404	836	1	238.0	0.3979933110367893
CAH12_HUMAN	1.00	0.81	1063	0.51702	1866	1	803.0	0.7554092191909689
HSF1_HUMAN	1.00	0.81	1067	0.51702	1870	1	803.0	0.7525773195876289
HIPK1_HUMAN	2.00	1.62	599	1.03404	837	1	238.0	0.3973288814691152
ATRX_HUMAN	1.00	0.81	1066	0.51702	1869	1	803.0	0.7532833020637899
UBE2I_HUMAN	3.00	2.43	362	1.55106	469	1	107.0	0.2955801104972376
RL13_HUMAN	3.00	2.43	364	1.55106	360	1	-4.0	-0.01098901098901099
HDAC2_HUMAN	3.00	2.43	363	1.55106	458	1	95.0	0.26170798898071623
RELB_HUMAN	2.00	1.62	600	1.03404	625	1	25.0	0.041666666666666664
DMAP1_HUMAN	1.00	0.81	1068	0.51702	1871	1	803.0	0.75187265917603
HIPK2_HUMAN	3.00	2.43	365	1.55106	483	1	118.0	0.3232876712328767
SPOP_HUMAN	1.00	0.81	1070	0.51702	1873	1	803.0	0.7504672897196262
BTBD6_HUMAN	1.00	0.81	1069	0.51702	1872	1	803.0	0.7511693171188026
PAIRB_HUMAN	2.00	1.62	601	1.03404	838	1	237.0	0.39434276206322794
P73_HUMAN	2.00	1.62	602	1.03404	839	1	237.0	0.39368770764119604
CENPC_HUMAN	1.00	0.81	1073	0.51702	1876	1	803.0	0.7483690587138863
PAX3_HUMAN	1.00	0.81	1072	0.51702	1875	1	803.0	0.7490671641791045
DAPK3_HUMAN	1.00	0.81	1071	0.51702	1874	1	803.0	0.7497665732959851
