Node	Degree	R[0]	R[0] Rank	R[200]	Rank R[200]	Network_Id	Delta Rank((R[200]-R0))	Delta((R[200]-R0)/R0)
PLCG2_HUMAN	7.00	5.67	109	0.00027	193	1	84.0	0.7706422018348624
CABP2_HUMAN	1.00	0.81	938	0.00009	2347	1	1409.0	1.5021321961620469
IQCB1_HUMAN	3.00	2.43	335	0.00021	373	1	38.0	0.11343283582089553
PLCB1_HUMAN	8.00	6.48	90	0.00032	132	1	42.0	0.4666666666666667
PLCB2_HUMAN	11.00	8.91	61	0.00045	79	1	18.0	0.29508196721311475
PLCB3_HUMAN	8.00	6.48	89	0.00032	131	1	42.0	0.47191011235955055
TRAF3_HUMAN	9.00	7.29	74	0.00043	81	1	7.0	0.0945945945945946
NFAT5_HUMAN	7.00	5.67	113	0.00027	196	1	83.0	0.7345132743362832
P2BA_HUMAN	1.00	0.81	939	0.00009	2348	1	1409.0	1.5005324813631522
NFAC1_HUMAN	6.00	4.86	133	0.00026	220	1	87.0	0.6541353383458647
NFAC2_HUMAN	7.00	5.67	112	0.00030	151	1	39.0	0.3482142857142857
ANC2_HUMAN	8.00	6.48	91	0.00032	135	1	44.0	0.4835164835164835
APC10_HUMAN	7.00	5.67	110	0.00027	194	1	84.0	0.7636363636363637
APC11_HUMAN	7.00	5.67	111	0.00027	195	1	84.0	0.7567567567567568
APC13_HUMAN	7.00	5.67	106	0.00027	190	1	84.0	0.7924528301886793
APC1_HUMAN	7.00	5.67	105	0.00027	189	1	84.0	0.8
APC4_HUMAN	7.00	5.67	104	0.00027	188	1	84.0	0.8076923076923077
APC5_HUMAN	7.00	5.67	103	0.00027	187	1	84.0	0.8155339805825242
APC7_HUMAN	7.00	5.67	102	0.00027	186	1	84.0	0.8235294117647058
CALL5_HUMAN	8.00	6.48	86	0.00033	121	1	35.0	0.4069767441860465
CALL6_HUMAN	8.00	6.48	85	0.00033	120	1	35.0	0.4117647058823529
CDC16_HUMAN	7.00	5.67	101	0.00027	185	1	84.0	0.8316831683168316
CDC20_HUMAN	8.00	6.48	88	0.00033	122	1	34.0	0.38636363636363635
CDC23_HUMAN	7.00	5.67	108	0.00027	192	1	84.0	0.7777777777777778
CDC26_HUMAN	7.00	5.67	107	0.00027	191	1	84.0	0.7850467289719626
CDC27_HUMAN	8.00	6.48	87	0.00032	128	1	41.0	0.47126436781609193
PP2AB_HUMAN	4.00	3.24	239	0.00021	386	1	147.0	0.6150627615062761
PPR1B_HUMAN	3.00	2.43	334	0.00016	699	1	365.0	1.092814371257485
2AAA_HUMAN	6.00	4.86	132	0.00030	158	1	26.0	0.19696969696969696
TB10C_HUMAN	1.00	0.81	937	0.00009	2359	1	1422.0	1.5176093916755602
NFAC3_HUMAN	4.00	3.24	243	0.00018	481	1	238.0	0.9794238683127572
NFAC4_HUMAN	4.00	3.24	244	0.00019	437	1	193.0	0.7909836065573771
NLRC4_HUMAN	2.00	1.62	552	0.00017	593	1	41.0	0.07427536231884058
NOD1_HUMAN	2.00	1.62	553	0.00015	768	1	215.0	0.3887884267631103
CAR16_HUMAN	1.00	0.81	944	0.00011	2049	1	1105.0	1.1705508474576272
CEBPB_HUMAN	4.00	3.24	242	0.00026	230	1	-12.0	0.049586776859504134
CAR12_HUMAN	1.00	0.81	945	0.00011	2050	1	1105.0	1.1693121693121693
CARD4_HUMAN	2.00	1.62	551	0.00015	767	1	216.0	0.39201451905626133
NOD2_HUMAN	2.00	1.62	555	0.00016	713	1	158.0	0.28468468468468466
LMNA_HUMAN	1.00	0.81	947	0.00011	2052	1	1105.0	1.1668426610348468
PAAF1_HUMAN	1.00	0.81	948	0.00011	2053	1	1105.0	1.1656118143459915
PRS6B_HUMAN	2.00	1.62	556	0.00015	757	1	201.0	0.36151079136690645
PSD10_HUMAN	2.00	1.62	554	0.00017	594	1	40.0	0.07220216606498195
RIPK2_HUMAN	3.00	2.43	340	0.00019	453	1	113.0	0.3323529411764706
ATX3_HUMAN	1.00	0.81	946	0.00011	2051	1	1105.0	1.168076109936575
NEDD4_HUMAN	6.00	4.86	135	0.00032	125	1	-10.0	0.07407407407407407
AP2A_HUMAN	3.00	2.43	337	0.00022	327	1	-10.0	0.02967359050445104
CARD8_HUMAN	2.00	1.62	547	0.00015	766	1	219.0	0.40036563071297987
CAR17_HUMAN	1.00	0.81	941	0.00011	2046	1	1105.0	1.1742826780021254
FGF2_HUMAN	3.00	2.43	338	0.00022	339	1	1.0	0.0029585798816568047
ANDR_HUMAN	5.00	4.05	174	0.00032	130	1	-44.0	0.25287356321839083
TAU_HUMAN	4.00	3.24	240	0.00025	239	1	-1.0	0.004166666666666667
PA24A_HUMAN	6.00	4.86	134	0.00031	139	1	5.0	0.03731343283582089
CASPE_HUMAN	1.00	0.81	940	0.00011	2045	1	1105.0	1.175531914893617
NALP3_HUMAN	1.00	0.81	943	0.00011	2048	1	1105.0	1.1717921527041357
IL18_HUMAN	2.00	1.62	549	0.00016	724	1	175.0	0.31876138433515483
MEFV_HUMAN	2.00	1.62	550	0.00016	712	1	162.0	0.29454545454545455
EGFR_HUMAN	3.00	2.43	339	0.00022	344	1	5.0	0.014749262536873156
TRAF2_HUMAN	5.00	4.05	175	0.00029	168	1	-7.0	0.04
IL33_HUMAN	1.00	0.81	942	0.00011	2047	1	1105.0	1.173036093418259
ICAL_HUMAN	2.00	1.62	548	0.00016	723	1	175.0	0.3193430656934307
IL1B_HUMAN	4.00	3.24	241	0.00025	233	1	-8.0	0.03319502074688797
PKN1_HUMAN	10.00	8.10	70	0.00049	74	1	4.0	0.05714285714285714
TIRAP_HUMAN	1.00	0.81	958	0.00011	2054	1	1096.0	1.1440501043841336
NF2L2_HUMAN	2.00	1.62	567	0.00016	725	1	158.0	0.2786596119929453
IL1A_HUMAN	2.00	1.62	566	0.00016	714	1	148.0	0.26148409893992935
ATN1_HUMAN	2.00	1.62	568	0.00016	726	1	158.0	0.27816901408450706
PANX1_HUMAN	1.00	0.81	960	0.00011	2056	1	1096.0	1.1416666666666666
HD_HUMAN	3.00	2.43	343	0.00022	328	1	-15.0	0.043731778425655975
UCHL5_HUMAN	1.00	0.81	959	0.00011	2055	1	1096.0	1.1428571428571428
MYD88_HUMAN	2.00	1.62	562	0.00017	666	1	104.0	0.18505338078291814
GDIS_HUMAN	3.00	2.43	342	0.00021	355	1	13.0	0.038011695906432746
ACINU_HUMAN	1.00	0.81	957	0.00011	1989	1	1032.0	1.078369905956113
BIRC4_HUMAN	2.00	1.62	561	0.00015	760	1	199.0	0.35472370766488415
BIRC6_HUMAN	2.00	1.62	565	0.00015	761	1	196.0	0.34690265486725663
VIME_HUMAN	4.00	3.24	245	0.00027	203	1	-42.0	0.17142857142857143
GDIR2_HUMAN	2.00	1.62	564	0.00017	646	1	82.0	0.1453900709219858
GRAP1_HUMAN	2.00	1.62	563	0.00015	740	1	177.0	0.31438721136767317
ROCK1_HUMAN	2.00	1.62	560	0.00017	645	1	85.0	0.15178571428571427
BIRC3_HUMAN	5.00	4.05	176	0.00028	171	1	-5.0	0.028409090909090908
DFFA_HUMAN	1.00	0.81	953	0.00011	1985	1	1032.0	1.0828961175236096
PI51A_HUMAN	1.00	0.81	954	0.00011	1986	1	1032.0	1.0817610062893082
SLK_HUMAN	1.00	0.81	955	0.00011	1987	1	1032.0	1.080628272251309
DSG3_HUMAN	1.00	0.81	956	0.00011	1988	1	1032.0	1.0794979079497908
A4_HUMAN	8.00	6.48	92	0.00043	83	1	-9.0	0.09782608695652174
CDC42_HUMAN	10.00	8.10	69	0.00051	67	1	-2.0	0.028985507246376812
GELS_HUMAN	1.00	0.81	950	0.00011	1982	1	1032.0	1.0863157894736841
GOGA3_HUMAN	1.00	0.81	951	0.00011	1983	1	1032.0	1.085173501577287
KPCZ_HUMAN	3.00	2.43	341	0.00019	434	1	93.0	0.2727272727272727
GORS1_HUMAN	1.00	0.81	949	0.00011	1981	1	1032.0	1.0874604847207587
AKAP8_HUMAN	1.00	0.81	952	0.00011	1984	1	1032.0	1.084033613445378
RAD51_HUMAN	2.00	1.62	559	0.00017	580	1	21.0	0.03756708407871199
MLH1_HUMAN	2.00	1.62	557	0.00015	772	1	215.0	0.3859964093357271
BCAR1_HUMAN	2.00	1.62	558	0.00017	644	1	86.0	0.15412186379928317
RABE1_HUMAN	2.00	1.62	575	0.00017	623	1	48.0	0.08347826086956522
PTBP1_HUMAN	1.00	0.81	971	0.00011	2000	1	1029.0	1.0597322348094749
SPTN1_HUMAN	7.00	5.67	114	0.00034	105	1	-9.0	0.07894736842105263
BLM_HUMAN	2.00	1.62	576	0.00017	585	1	9.0	0.015625
ADDA_HUMAN	1.00	0.81	972	0.00011	2001	1	1029.0	1.058641975308642
LYN_HUMAN	3.00	2.43	349	0.00020	406	1	57.0	0.16332378223495703
EIF3J_HUMAN	1.00	0.81	973	0.00011	2002	1	1029.0	1.0575539568345325
E2AK2_HUMAN	4.00	3.24	249	0.00027	198	1	-51.0	0.20481927710843373
HNRPU_HUMAN	4.00	3.24	247	0.00025	240	1	-7.0	0.02834008097165992
MEF2A_HUMAN	4.00	3.24	246	0.00023	281	1	35.0	0.14227642276422764
MET_HUMAN	3.00	2.43	347	0.00022	305	1	-42.0	0.12103746397694524
RFC1_HUMAN	2.00	1.62	573	0.00017	584	1	11.0	0.019197207678883072
MYL3_HUMAN	1.00	0.81	970	0.00011	1999	1	1029.0	1.0608247422680412
RASA1_HUMAN	3.00	2.43	348	0.00023	287	1	-61.0	0.1752873563218391
SRF_HUMAN	4.00	3.24	248	0.00023	274	1	26.0	0.10483870967741936
VAV_HUMAN	2.00	1.62	574	0.00017	647	1	73.0	0.12717770034843207
GATA1_HUMAN	1.00	0.81	964	0.00011	1993	1	1029.0	1.0674273858921162
KPCT_HUMAN	1.00	0.81	965	0.00011	1994	1	1029.0	1.066321243523316
PSIP1_HUMAN	1.00	0.81	966	0.00011	1995	1	1029.0	1.065217391304348
JIP3_HUMAN	3.00	2.43	346	0.00019	464	1	118.0	0.34104046242774566
UBE4B_HUMAN	2.00	1.62	572	0.00017	583	1	11.0	0.019230769230769232
DFFB_HUMAN	1.00	0.81	967	0.00011	1996	1	1029.0	1.0641158221303
AIFM1_HUMAN	1.00	0.81	968	0.00011	1997	1	1029.0	1.06301652892562
PKN2_HUMAN	1.00	0.81	969	0.00011	1998	1	1029.0	1.061919504643963
PSME3_HUMAN	2.00	1.62	569	0.00017	581	1	12.0	0.0210896309314587
BIRC7_HUMAN	2.00	1.62	570	0.00015	762	1	192.0	0.3368421052631579
BIRC5_HUMAN	3.00	2.43	344	0.00020	405	1	61.0	0.17732558139534885
PYR1_HUMAN	1.00	0.81	961	0.00011	1990	1	1029.0	1.0707596253902185
SRBP2_HUMAN	2.00	1.62	571	0.00017	582	1	11.0	0.01926444833625219
STK24_HUMAN	1.00	0.81	962	0.00011	1991	1	1029.0	1.0696465696465696
CADH1_HUMAN	3.00	2.43	345	0.00022	341	1	-4.0	0.011594202898550725
IF2A_HUMAN	1.00	0.81	963	0.00011	1992	1	1029.0	1.0685358255451713
USO1_HUMAN	2.00	1.62	579	0.00017	587	1	8.0	0.013816925734024179
M3K14_HUMAN	3.00	2.43	358	0.00020	430	1	72.0	0.2011173184357542
DCTN1_HUMAN	3.00	2.43	357	0.00018	492	1	135.0	0.37815126050420167
HMGB1_HUMAN	3.00	2.43	356	0.00022	313	1	-43.0	0.12078651685393259
PDE5A_HUMAN	1.00	0.81	990	0.00011	2019	1	1029.0	1.0393939393939393
FBW1A_HUMAN	3.00	2.43	355	0.00022	329	1	-26.0	0.07323943661971831
PDE10_HUMAN	1.00	0.81	989	0.00011	2018	1	1029.0	1.0404448938321538
HEY2_HUMAN	1.00	0.81	988	0.00011	2017	1	1029.0	1.041497975708502
IF4G2_HUMAN	1.00	0.81	987	0.00011	2016	1	1029.0	1.0425531914893618
SYSM_HUMAN	1.00	0.81	986	0.00011	2015	1	1029.0	1.0436105476673427
FBW1B_HUMAN	1.00	0.81	985	0.00011	2014	1	1029.0	1.0446700507614213
THA11_HUMAN	1.00	0.81	984	0.00011	2013	1	1029.0	1.045731707317073
AKT2_HUMAN	4.00	3.24	251	0.00025	250	1	-1.0	0.00398406374501992
DBNL_HUMAN	1.00	0.81	983	0.00011	2012	1	1029.0	1.0467955239064088
AKT3_HUMAN	3.00	2.43	354	0.00020	401	1	47.0	0.1327683615819209
PRKDC_HUMAN	2.00	1.62	578	0.00017	586	1	8.0	0.01384083044982699
GLRX1_HUMAN	2.00	1.62	577	0.00015	751	1	174.0	0.30155979202772965
WEE1_HUMAN	1.00	0.81	982	0.00011	2011	1	1029.0	1.0478615071283095
PTMA_HUMAN	1.00	0.81	981	0.00011	2010	1	1029.0	1.0489296636085628
MDM2_HUMAN	3.00	2.43	353	0.00023	292	1	-61.0	0.17280453257790368
NUMA1_HUMAN	1.00	0.81	980	0.00011	2009	1	1029.0	1.05
DSG1_HUMAN	3.00	2.43	352	0.00018	475	1	123.0	0.3494318181818182
BMX_HUMAN	3.00	2.43	351	0.00022	333	1	-18.0	0.05128205128205128
CH10_HUMAN	1.00	0.81	979	0.00011	2008	1	1029.0	1.0510725229826354
DCC_HUMAN	3.00	2.43	350	0.00021	385	1	35.0	0.1
DEDD_HUMAN	1.00	0.81	978	0.00011	2007	1	1029.0	1.0521472392638036
PAK2_HUMAN	4.00	3.24	250	0.00025	244	1	-6.0	0.024
IL16_HUMAN	5.00	4.05	177	0.00025	248	1	71.0	0.4011299435028249
LPAR1_HUMAN	1.00	0.81	976	0.00011	2005	1	1029.0	1.0543032786885247
LPAR3_HUMAN	1.00	0.81	977	0.00011	2006	1	1029.0	1.0532241555783008
CSEN_HUMAN	1.00	0.81	974	0.00011	2003	1	1029.0	1.0564681724845997
IF4B_HUMAN	1.00	0.81	975	0.00011	2004	1	1029.0	1.0553846153846154
RBX2_HUMAN	2.00	1.62	585	0.00016	730	1	145.0	0.24786324786324787
LMNB1_HUMAN	1.00	0.81	1006	0.00011	2034	1	1028.0	1.021868787276342
HCLS1_HUMAN	1.00	0.81	1008	0.00011	2036	1	1028.0	1.0198412698412698
SRP72_HUMAN	1.00	0.81	1007	0.00011	2035	1	1028.0	1.0208540218470705
DYNA_HUMAN	1.00	0.81	1004	0.00011	2032	1	1028.0	1.0239043824701195
VDP_HUMAN	1.00	0.81	1003	0.00011	2031	1	1028.0	1.024925224327019
RB_HUMAN	6.00	4.86	137	0.00034	106	1	-31.0	0.22627737226277372
PICAL_HUMAN	1.00	0.81	1005	0.00011	2033	1	1028.0	1.0228855721393035
TRAF1_HUMAN	5.00	4.05	178	0.00029	167	1	-11.0	0.06179775280898876
STK3_HUMAN	1.00	0.81	1002	0.00011	2030	1	1028.0	1.0259481037924152
FYN_HUMAN	7.00	5.67	115	0.00037	95	1	-20.0	0.17391304347826086
STK4_HUMAN	2.00	1.62	584	0.00017	589	1	5.0	0.008561643835616438
CTNB1_HUMAN	10.00	8.10	71	0.00050	71	1	0.0	0.0
SRBP1_HUMAN	1.00	0.81	1000	0.00011	2028	1	1028.0	1.028
LIMK1_HUMAN	2.00	1.62	583	0.00016	727	1	144.0	0.2469982847341338
WNK3_HUMAN	1.00	0.81	1001	0.00011	2029	1	1028.0	1.026973026973027
NDUS1_HUMAN	1.00	0.81	997	0.00011	2025	1	1028.0	1.0310932798395185
SPTA2_HUMAN	3.00	2.43	360	0.00021	360	1	0.0	0.0
NUCB2_HUMAN	1.00	0.81	998	0.00011	2026	1	1028.0	1.0300601202404809
BEX3_HUMAN	1.00	0.81	999	0.00011	2027	1	1028.0	1.029029029029029
MST4_HUMAN	1.00	0.81	994	0.00011	2022	1	1028.0	1.0342052313883299
M4K1_HUMAN	1.00	0.81	995	0.00011	2023	1	1028.0	1.0331658291457286
IMB1_HUMAN	6.00	4.86	136	0.00043	80	1	-56.0	0.4117647058823529
LATS2_HUMAN	1.00	0.81	996	0.00011	2024	1	1028.0	1.0321285140562249
GAS2_HUMAN	1.00	0.81	993	0.00011	2021	1	1028.0	1.0352467270896273
LATS1_HUMAN	2.00	1.62	582	0.00017	648	1	66.0	0.1134020618556701
DP13A_HUMAN	3.00	2.43	359	0.00021	384	1	25.0	0.06963788300835655
SRC_HUMAN	12.00	9.72	58	0.00060	58	1	0.0	0.0
H2AX_HUMAN	2.00	1.62	580	0.00017	588	1	8.0	0.013793103448275862
SAV1_HUMAN	1.00	0.81	991	0.00011	2020	1	1029.0	1.0383451059535822
ILK_HUMAN	2.00	1.62	581	0.00016	704	1	123.0	0.2117039586919105
DESP_HUMAN	1.00	0.81	992	0.00010	2262	1	1270.0	1.280241935483871
MP2K2_HUMAN	4.00	3.24	253	0.00021	366	1	113.0	0.44664031620553357
ABL1_HUMAN	9.00	7.29	75	0.00050	70	1	-5.0	0.06666666666666667
GMEB1_HUMAN	1.00	0.81	1035	0.00010	2265	1	1230.0	1.1884057971014492
BIRC8_HUMAN	1.00	0.81	1036	0.00010	2266	1	1230.0	1.1872586872586872
MZB1_HUMAN	1.00	0.81	1033	0.00010	2263	1	1230.0	1.1907066795740562
BCL10_HUMAN	2.00	1.62	591	0.00015	745	1	154.0	0.26057529610829105
MP2K1_HUMAN	4.00	3.24	252	0.00022	311	1	59.0	0.23412698412698413
IF4G1_HUMAN	1.00	0.81	1034	0.00010	2264	1	1230.0	1.1895551257253385
DYR1A_HUMAN	1.00	0.81	1041	0.00010	2267	1	1226.0	1.1777137367915467
BIRC1_HUMAN	1.00	0.81	1042	0.00010	2268	1	1226.0	1.1765834932821497
CATA_HUMAN	43.00	34.83	31	0.00366	20	1	-11.0	0.3548387096774194
TBA8_HUMAN	1.00	0.81	1043	0.00013	1073	1	30.0	0.028763183125599234
RPC6_HUMAN	1.00	0.81	1037	0.00013	1069	1	32.0	0.03085824493731919
E2F4_HUMAN	1.00	0.81	1038	0.00013	1070	1	32.0	0.030828516377649325
SUMO4_HUMAN	1.00	0.81	1039	0.00013	1071	1	32.0	0.030798845043310877
ECHP_HUMAN	1.00	0.81	1040	0.00013	1072	1	32.0	0.03076923076923077
UBP53_HUMAN	1.00	0.81	1046	0.00013	1076	1	30.0	0.028680688336520075
PEX5_HUMAN	1.00	0.81	1045	0.00013	1075	1	30.0	0.028708133971291867
SODM_HUMAN	6.00	4.86	140	0.00040	86	1	-54.0	0.38571428571428573
TLR10_HUMAN	1.00	0.81	1047	0.00013	1077	1	30.0	0.02865329512893983
PSA1_HUMAN	1.00	0.81	1044	0.00013	1074	1	30.0	0.028735632183908046
IMA7_HUMAN	3.00	2.43	361	0.00024	262	1	-99.0	0.2742382271468144
FOXO3_HUMAN	2.00	1.62	593	0.00019	446	1	-147.0	0.2478920741989882
ABL2_HUMAN	2.00	1.62	592	0.00019	447	1	-145.0	0.24493243243243243
SODE_HUMAN	1.00	0.81	1053	0.00013	1083	1	30.0	0.02849002849002849
TYSD1_HUMAN	1.00	0.81	1052	0.00013	1082	1	30.0	0.028517110266159697
ADH1G_HUMAN	1.00	0.81	1055	0.00013	1085	1	30.0	0.02843601895734597
ALDH2_HUMAN	1.00	0.81	1054	0.00013	1084	1	30.0	0.028462998102466792
N6AM1_HUMAN	1.00	0.81	1049	0.00013	1079	1	30.0	0.028598665395614873
EI2BB_HUMAN	1.00	0.81	1048	0.00013	1078	1	30.0	0.02862595419847328
ANMX_HUMAN	1.00	0.81	1051	0.00013	1081	1	30.0	0.028544243577545196
HEMK_HUMAN	1.00	0.81	1050	0.00013	1080	1	30.0	0.02857142857142857
PTN11_HUMAN	6.00	4.86	138	0.00034	111	1	-27.0	0.1956521739130435
GPX4_HUMAN	2.00	1.62	586	0.00017	662	1	76.0	0.1296928327645051
GPX5_HUMAN	1.00	0.81	1013	0.00013	1062	1	49.0	0.04837117472852912
LCMT1_HUMAN	1.00	0.81	1014	0.00013	1063	1	49.0	0.048323471400394474
XDH_HUMAN	1.00	0.81	1011	0.00013	1060	1	49.0	0.04846686449060336
KYNU_HUMAN	1.00	0.81	1012	0.00013	1061	1	49.0	0.04841897233201581
3HAO_HUMAN	1.00	0.81	1009	0.00013	1058	1	49.0	0.048562933597621406
ANM2_HUMAN	1.00	0.81	1010	0.00013	1059	1	49.0	0.048514851485148516
ANM4_HUMAN	1.00	0.81	1020	0.00013	1067	1	47.0	0.04607843137254902
ANM6_HUMAN	1.00	0.81	1021	0.00013	1068	1	47.0	0.04603330068560235
RRMJ1_HUMAN	1.00	0.81	1018	0.00013	1065	1	47.0	0.04616895874263261
RRMJ2_HUMAN	1.00	0.81	1019	0.00013	1066	1	47.0	0.04612365063788027
WBS22_HUMAN	1.00	0.81	1017	0.00013	1064	1	47.0	0.046214355948869225
CCS_HUMAN	6.00	4.86	139	0.00037	94	1	-45.0	0.3237410071942446
APBA1_HUMAN	1.00	0.81	1015	0.00011	1980	1	965.0	0.9507389162561576
PRS23_HUMAN	1.00	0.81	1016	0.00009	2356	1	1340.0	1.3188976377952757
SL9A4_HUMAN	2.00	1.62	590	0.00012	1791	1	1201.0	2.035593220338983
SL9A1_HUMAN	5.00	4.05	179	0.00026	229	1	50.0	0.27932960893854747
SL9A2_HUMAN	2.00	1.62	589	0.00012	1790	1	1201.0	2.039049235993209
SL9A3_HUMAN	2.00	1.62	588	0.00012	1789	1	1201.0	2.042517006802721
KIF1B_HUMAN	1.00	0.81	1024	0.00009	2358	1	1334.0	1.302734375
ST17B_HUMAN	1.00	0.81	1023	0.00009	2357	1	1334.0	1.3040078201368523
SL9A5_HUMAN	2.00	1.62	587	0.00012	1788	1	1201.0	2.0459965928449746
COX42_HUMAN	1.00	0.81	1022	0.00011	2144	1	1122.0	1.0978473581213308
QCR1_HUMAN	1.00	0.81	1032	0.00011	2152	1	1120.0	1.0852713178294573
CBPC1_HUMAN	1.00	0.81	1031	0.00011	2151	1	1120.0	1.0863239573229875
NDOR1_HUMAN	1.00	0.81	1030	0.00011	2150	1	1120.0	1.087378640776699
NB5R1_HUMAN	1.00	0.81	1029	0.00011	2149	1	1120.0	1.08843537414966
NB5R3_HUMAN	1.00	0.81	1028	0.00011	2148	1	1120.0	1.0894941634241244
CY1_HUMAN	1.00	0.81	1027	0.00011	2147	1	1120.0	1.0905550146056475
ZPR1_HUMAN	1.00	0.81	1026	0.00011	2146	1	1120.0	1.0916179337231968
CYB5_HUMAN	1.00	0.81	1025	0.00011	2145	1	1120.0	1.0926829268292684
SHC1_HUMAN	4.00	3.24	254	0.00024	261	1	7.0	0.027559055118110236
HSP7C_HUMAN	3.00	2.43	366	0.00021	349	1	-17.0	0.04644808743169399
KC1G2_HUMAN	2.00	1.62	603	0.00017	608	1	5.0	0.008291873963515755
VDAC2_HUMAN	1.00	0.81	1074	0.00011	2153	1	1079.0	1.004655493482309
NCB5R_HUMAN	1.00	0.81	1075	0.00011	2154	1	1079.0	1.003720930232558
UQCR1_HUMAN	1.00	0.81	1076	0.00011	2155	1	1079.0	1.0027881040892193
ADX_HUMAN	1.00	0.81	1077	0.00011	2156	1	1079.0	1.0018570102135562
SAFB1_HUMAN	2.00	1.62	604	0.00017	609	1	5.0	0.008278145695364239
PP2BB_HUMAN	51.00	41.31	26	0.00202	35	1	9.0	0.34615384615384615
MYPT1_HUMAN	1.00	0.81	1078	0.00011	2157	1	1079.0	1.0009276437847867
CNEP1_HUMAN	1.00	0.81	1079	0.00011	2158	1	1079.0	1.0
DAXX_HUMAN	95.00	76.95	12	0.00652	10	1	-2.0	0.16666666666666666
CD2A1_HUMAN	2.00	1.62	605	0.00018	518	1	-87.0	0.14380165289256197
CD2A2_HUMAN	2.00	1.62	606	0.00018	519	1	-87.0	0.14356435643564355
FRIH_HUMAN	2.00	1.62	607	0.00016	677	1	70.0	0.11532125205930807
H33_HUMAN	3.00	2.43	367	0.00022	301	1	-66.0	0.17983651226158037
H4_HUMAN	1.00	0.81	1080	0.00012	1843	1	763.0	0.7064814814814815
RASF1_HUMAN	3.00	2.43	368	0.00022	308	1	-60.0	0.16304347826086957
TNR6_HUMAN	3.00	2.43	369	0.00021	390	1	21.0	0.056910569105691054
UBP7_HUMAN	2.00	1.62	608	0.00018	520	1	-88.0	0.14473684210526316
H31_HUMAN	1.00	0.81	1082	0.00012	1845	1	763.0	0.7051756007393716
TF7L2_HUMAN	1.00	0.81	1081	0.00012	1844	1	763.0	0.7058279370952821
AIRE_HUMAN	1.00	0.81	1083	0.00012	1846	1	763.0	0.7045244690674054
GCR_HUMAN	2.00	1.62	609	0.00018	521	1	-88.0	0.1444991789819376
SUMO1_HUMAN	5.00	4.05	181	0.00033	114	1	-67.0	0.3701657458563536
UBC9_HUMAN	3.00	2.43	370	0.00022	309	1	-61.0	0.16486486486486487
ETS1_HUMAN	3.00	2.43	371	0.00023	284	1	-87.0	0.23450134770889489
DNMT1_HUMAN	2.00	1.62	610	0.00018	522	1	-88.0	0.14426229508196722
STAT3_HUMAN	5.00	4.05	182	0.00033	115	1	-67.0	0.36813186813186816
SNW1_HUMAN	1.00	0.81	1084	0.00012	1847	1	763.0	0.7038745387453874
AXIN1_HUMAN	2.00	1.62	612	0.00018	524	1	-88.0	0.1437908496732026
P63_HUMAN	2.00	1.62	611	0.00018	523	1	-88.0	0.14402618657937807
MYH11_HUMAN	1.00	0.81	1057	0.00012	1826	1	769.0	0.727530747398297
TGFR2_HUMAN	1.00	0.81	1058	0.00012	1827	1	769.0	0.7268431001890359
HIPK3_HUMAN	2.00	1.62	594	0.00018	512	1	-82.0	0.13804713804713806
TFE2_HUMAN	1.00	0.81	1056	0.00012	1825	1	769.0	0.728219696969697
CHIP_HUMAN	5.00	4.05	180	0.00033	123	1	-57.0	0.31666666666666665
SENP2_HUMAN	1.00	0.81	1059	0.00012	1828	1	769.0	0.7261567516525024
PLAL1_HUMAN	2.00	1.62	595	0.00018	513	1	-82.0	0.13781512605042018
SMAD4_HUMAN	2.00	1.62	596	0.00015	736	1	140.0	0.2348993288590604
TGFB2_HUMAN	1.00	0.81	1061	0.00012	1830	1	769.0	0.7247879359095193
RO52_HUMAN	1.00	0.81	1062	0.00012	1831	1	769.0	0.724105461393597
ITF2_HUMAN	1.00	0.81	1060	0.00012	1829	1	769.0	0.7254716981132076
GTR4_HUMAN	2.00	1.62	597	0.00017	578	1	-19.0	0.031825795644891124
PAX5_HUMAN	1.00	0.81	1064	0.00012	1833	1	769.0	0.7227443609022557
HGFL_HUMAN	1.00	0.81	1065	0.00012	1834	1	769.0	0.7220657276995305
TS101_HUMAN	2.00	1.62	598	0.00018	514	1	-84.0	0.14046822742474915
CAH12_HUMAN	1.00	0.81	1063	0.00012	1832	1	769.0	0.7234242709313264
HSF1_HUMAN	1.00	0.81	1067	0.00012	1836	1	769.0	0.7207122774133083
HIPK1_HUMAN	2.00	1.62	599	0.00018	515	1	-84.0	0.14023372287145242
ATRX_HUMAN	1.00	0.81	1066	0.00012	1835	1	769.0	0.7213883677298312
UBE2I_HUMAN	3.00	2.43	362	0.00022	307	1	-55.0	0.15193370165745856
RL13_HUMAN	3.00	2.43	364	0.00022	310	1	-54.0	0.14835164835164835
HDAC2_HUMAN	3.00	2.43	363	0.00025	246	1	-117.0	0.32231404958677684
RELB_HUMAN	2.00	1.62	600	0.00017	579	1	-21.0	0.035
DMAP1_HUMAN	1.00	0.81	1068	0.00012	1837	1	769.0	0.7200374531835206
HIPK2_HUMAN	3.00	2.43	365	0.00026	219	1	-146.0	0.4
SPOP_HUMAN	1.00	0.81	1070	0.00012	1839	1	769.0	0.7186915887850467
BTBD6_HUMAN	1.00	0.81	1069	0.00012	1838	1	769.0	0.7193638914873713
PAIRB_HUMAN	2.00	1.62	601	0.00018	516	1	-85.0	0.14143094841930118
P73_HUMAN	2.00	1.62	602	0.00018	517	1	-85.0	0.14119601328903655
