Node	Degree	R[0]	R[0] Rank	R[200]	Rank R[200]	Network_Id	Delta Rank((R[200]-R0))	Delta((R[200]-R0)/R0)
ING4_HUMAN	1.00	1.00	782	0.68392	770	1	-12.0	-0.015345268542199489
KPCA_HUMAN	10.00	9.06	49	5.98875	49	3	0.0	0.0
M3K2_HUMAN	1.00	1.00	603	0.70609	630	1	27.0	0.04477611940298507
M3K4_HUMAN	5.00	4.48	103	3.08738	105	11	2.0	0.019417475728155338
M3K6_HUMAN	1.00	1.00	609	0.70609	631	1	22.0	0.0361247947454844
MAP2_HUMAN	4.00	3.43	155	2.37724	155	1	0.0	0.0
MAX_HUMAN	1.00	1.00	768	0.70652	627	7	-141.0	-0.18359375
DUS7_HUMAN	1.00	1.00	751	0.70660	626	7	-125.0	-0.16644474034620507
NCF1_HUMAN	2.00	1.90	403	1.29885	393	7	-10.0	-0.02481389578163772
MK03_HUMAN	9.00	7.11	58	5.17385	57	1	-1.0	-0.017241379310344827
M3K7_HUMAN	3.00	2.92	194	2.04501	181	1	-13.0	-0.06701030927835051
GRIK2_HUMAN	7.00	5.23	78	3.69921	78	3	0.0	0.0
ANM1_HUMAN	1.00	1.00	612	0.68426	715	1	103.0	0.16830065359477125
BLM_HUMAN	2.00	1.95	370	1.32475	365	1	-5.0	-0.013513513513513514
BRCA2_HUMAN	1.00	1.00	611	0.68426	714	1	103.0	0.1685761047463175
CCNH_HUMAN	1.00	0.55	1583	0.48044	1481	1	-102.0	-0.06443461781427669
DVL2_HUMAN	2.00	1.62	493	1.16551	494	1	1.0	0.002028397565922921
E2F1_HUMAN	2.00	1.47	534	1.10257	518	1	-16.0	-0.0299625468164794
ING1_HUMAN	1.00	1.00	610	0.68426	713	1	103.0	0.16885245901639345
MPH6_HUMAN	1.00	0.97	1023	0.66970	876	1	-147.0	-0.1436950146627566
PA1B3_HUMAN	1.00	1.00	835	0.68292	788	1	-47.0	-0.0562874251497006
RIR2_HUMAN	1.00	1.00	605	0.68426	711	1	106.0	0.17520661157024794
S10A4_HUMAN	1.00	0.66	1375	0.53536	1313	1	-62.0	-0.04509090909090909
SUMO1_HUMAN	3.00	2.97	181	2.05083	178	1	-3.0	-0.016574585635359115
TAF9_HUMAN	1.00	1.00	604	0.68426	710	1	106.0	0.17549668874172186
PEX5_HUMAN	1.00	0.64	1391	0.49042	1441	3	50.0	0.035945363048166784
CABIN_HUMAN	2.00	1.98	324	1.20828	461	1	137.0	0.4228395061728395
PAR6A_HUMAN	1.00	1.00	608	0.63542	1045	1	437.0	0.71875
RTN4_HUMAN	2.00	2.00	285	1.29428	397	1	112.0	0.3929824561403509
SIVA_HUMAN	2.00	1.50	523	1.09067	523	1	0.0	0.0
LSM4_HUMAN	1.00	1.00	857	0.66321	912	6	55.0	0.06417736289381563
SNF5_HUMAN	1.00	1.00	607	0.68426	712	1	105.0	0.17298187808896212
SOCS3_HUMAN	1.00	1.00	606	0.59103	1197	1	591.0	0.9752475247524752
CCS_HUMAN	6.00	4.97	83	3.38680	86	8	3.0	0.03614457831325301
SPTA2_HUMAN	5.00	4.90	86	3.13735	100	3	14.0	0.16279069767441862
TGFR2_HUMAN	1.00	1.00	615	0.69304	661	1	46.0	0.07479674796747968
CASP2_HUMAN	8.00	6.65	59	4.62324	61	1	2.0	0.03389830508474576
MYH10_HUMAN	2.00	1.97	344	1.39841	294	2	-50.0	-0.14534883720930233
RIPK3_HUMAN	1.00	1.00	616	0.68570	699	2	83.0	0.13474025974025974
TP4AP_HUMAN	1.00	1.00	613	0.68570	698	2	85.0	0.13866231647634583
TXTP_HUMAN	1.00	0.98	913	0.71939	598	2	-315.0	-0.34501642935377874
TP53B_HUMAN	1.00	1.00	614	0.68426	716	1	102.0	0.16612377850162866
TRAF3_HUMAN	6.00	5.37	76	3.77736	76	3	0.0	0.0
VDAC1_HUMAN	4.00	3.58	148	2.43074	152	1	4.0	0.02702702702702703
VGFR2_HUMAN	1.00	1.00	617	0.64318	1004	5	387.0	0.6272285251215559
WRN_HUMAN	1.00	1.00	618	0.68426	717	1	99.0	0.16019417475728157
ADFP_HUMAN	1.00	0.71	1316	0.48342	1474	12	158.0	0.12006079027355623
ANXA5_HUMAN	4.00	2.79	220	2.08089	170	1	-50.0	-0.22727272727272727
CASP6_HUMAN	7.00	5.33	77	3.83196	71	1	-6.0	-0.07792207792207792
BIRC2_HUMAN	7.00	5.90	67	4.08792	67	5	0.0	0.0
CCNB1_HUMAN	4.00	2.66	231	2.04786	180	1	-51.0	-0.22077922077922077
CCNA2_HUMAN	4.00	2.65	232	2.06353	174	1	-58.0	-0.25
STAT3_HUMAN	4.00	3.04	165	2.21737	164	1	-1.0	-0.006060606060606061
BCN1_HUMAN	1.00	0.71	1306	0.51818	1369	1	63.0	0.04823889739663093
BIRC3_HUMAN	5.00	4.02	117	2.86998	121	1	4.0	0.03418803418803419
BZRP_HUMAN	1.00	0.71	1307	0.51744	1370	1	63.0	0.04820198928844682
CASP5_HUMAN	1.00	0.66	1383	0.49907	1423	1	40.0	0.028922631959508314
CASP_HUMAN	1.00	0.68	1352	0.52495	1333	1	-19.0	-0.014053254437869823
HTRA2_HUMAN	3.00	2.13	272	1.63953	269	7	-3.0	-0.011029411764705883
CCHL_HUMAN	2.00	1.23	577	0.98323	562	8	-15.0	-0.025996533795493933
EWS_HUMAN	2.00	1.57	504	1.14410	500	8	-4.0	-0.007936507936507936
CD82_HUMAN	1.00	0.56	1558	0.48583	1454	1	-104.0	-0.06675224646983312
CP2C9_HUMAN	1.00	0.84	1245	0.54390	1292	15	47.0	0.03775100401606426
CASP7_HUMAN	10.00	8.05	52	5.59531	53	1	1.0	0.019230769230769232
CYTF_HUMAN	1.00	0.53	1598	0.42219	1586	1	-12.0	-0.007509386733416771
DFFA_HUMAN	6.00	4.18	111	3.08868	104	1	-7.0	-0.06306306306306306
FCERG_HUMAN	1.00	0.51	1614	0.30883	1627	8	13.0	0.0080545229244114
TAP1_HUMAN	1.00	0.64	1505	0.35345	1620	8	115.0	0.07641196013289037
EAA4_HUMAN	1.00	0.72	1302	0.38313	1607	8	305.0	0.23425499231950844
EP300_HUMAN	3.00	2.65	234	1.82190	240	5	6.0	0.02564102564102564
ERBB2_HUMAN	2.00	1.43	543	1.07757	529	1	-14.0	-0.02578268876611418
EXOS3_HUMAN	1.00	0.58	1545	0.46188	1510	1	-35.0	-0.022653721682847898
GRIK3_HUMAN	6.00	3.99	120	2.90850	119	3	-1.0	-0.008333333333333333
GRIK4_HUMAN	3.00	1.79	459	1.37192	319	3	-140.0	-0.30501089324618735
IKBA_HUMAN	5.00	3.46	154	2.66741	131	1	-23.0	-0.14935064935064934
MGR5_HUMAN	2.00	1.12	585	0.88061	578	3	-7.0	-0.011965811965811967
MK01_HUMAN	11.00	9.55	48	6.78414	48	1	0.0	0.0
DDIT3_HUMAN	3.00	2.40	261	1.76371	254	11	-7.0	-0.02681992337164751
MAPK2_HUMAN	5.00	4.25	110	3.05887	107	1	-3.0	-0.02727272727272727
FAK2_HUMAN	3.00	2.70	226	1.79557	247	1	21.0	0.09292035398230089
RAF1_HUMAN	7.00	5.86	69	4.17672	66	1	-3.0	-0.043478260869565216
MP2K7_HUMAN	6.00	4.85	89	3.58960	80	11	-9.0	-0.10112359550561797
CD4_HUMAN	1.00	0.69	1339	0.38300	1608	10	269.0	0.20089619118745333
MYC_HUMAN	4.00	2.95	189	2.23803	162	1	-27.0	-0.14285714285714285
NFH_HUMAN	8.00	7.25	57	5.02571	58	1	1.0	0.017543859649122806
MAP1B_HUMAN	2.00	1.24	576	1.01533	550	1	-26.0	-0.04513888888888889
NFKB2_HUMAN	1.00	0.70	1332	0.51227	1382	1	50.0	0.03753753753753754
CXB1_HUMAN	1.00	0.53	1596	0.45597	1522	13	-74.0	-0.046365914786967416
MYP0_HUMAN	1.00	0.67	1370	0.52345	1336	13	-34.0	-0.024817518248175182
NFM_HUMAN	3.00	2.36	263	1.69600	261	1	-2.0	-0.0076045627376425855
NMDE3_HUMAN	6.00	4.15	113	2.98265	111	3	-2.0	-0.017699115044247787
SGCB_HUMAN	1.00	0.57	1556	0.49907	1424	4	-132.0	-0.08483290488431877
CBX8_HUMAN	4.00	2.65	233	2.04055	182	1	-51.0	-0.21888412017167383
CRCM_HUMAN	2.00	1.30	556	0.97638	563	1	7.0	0.012589928057553957
MGN_HUMAN	1.00	0.61	1518	0.51106	1383	1	-135.0	-0.08893280632411067
MSH2_HUMAN	1.00	0.76	1281	0.57993	1223	1	-58.0	-0.04527712724434036
PLCG1_HUMAN	4.00	3.43	156	2.31529	159	3	3.0	0.019230769230769232
CLUS_HUMAN	2.00	1.64	480	1.08395	526	15	46.0	0.09583333333333334
PPRB_HUMAN	1.00	0.90	1206	0.64210	1028	1	-178.0	-0.14759535655058043
RAP1A_HUMAN	1.00	0.59	1541	0.46127	1513	1	-28.0	-0.018170019467878003
RASA1_HUMAN	3.00	2.86	207	1.84525	237	4	30.0	0.14492753623188406
RHOD_HUMAN	1.00	0.62	1515	0.44806	1545	12	30.0	0.019801980198019802
RSMN_HUMAN	2.00	1.47	535	1.11947	511	6	-24.0	-0.044859813084112146
TDP1_HUMAN	1.00	0.68	1364	0.54129	1304	1	-60.0	-0.04398826979472141
TF3A_HUMAN	2.00	1.42	545	1.05171	539	5	-6.0	-0.011009174311926606
THB2_HUMAN	1.00	0.88	1214	0.63229	1074	1	-140.0	-0.11532125205930807
TIE2_HUMAN	1.00	0.67	1367	0.50453	1412	5	45.0	0.03291880029261156
TNR9_HUMAN	1.00	0.70	1325	0.55425	1275	2	-50.0	-0.03773584905660377
IL10_HUMAN	3.00	1.96	366	1.59493	275	5	-91.0	-0.24863387978142076
ZNF76_HUMAN	1.00	0.52	1610	0.47858	1485	7	-125.0	-0.07763975155279502
1433B_HUMAN	3.00	3.00	173	1.90269	227	1	54.0	0.31213872832369943
ALS2_HUMAN	4.00	2.93	193	2.01933	189	1	-4.0	-0.02072538860103627
ANR50_HUMAN	2.00	1.28	560	0.95780	572	3	12.0	0.02142857142857143
ATR_HUMAN	2.00	1.62	485	1.16726	493	1	8.0	0.016494845360824743
BAIP2_HUMAN	1.00	1.00	793	0.63502	1060	1	267.0	0.33669609079445145
PARP1_HUMAN	4.00	3.97	126	2.61302	136	1	10.0	0.07936507936507936
GRAP1_HUMAN	2.00	1.91	385	1.24868	431	3	46.0	0.11948051948051948
RB_HUMAN	3.00	2.69	229	1.85015	236	1	7.0	0.03056768558951965
CASQ2_HUMAN	1.00	0.92	1054	0.56163	1257	1	203.0	0.19259962049335863
CE290_HUMAN	1.00	0.64	1398	0.52341	1338	1	-60.0	-0.04291845493562232
SL9A4_HUMAN	2.00	1.96	361	1.42683	288	17	-73.0	-0.20221606648199447
CSN3_HUMAN	1.00	0.90	1118	0.64292	1013	1	-105.0	-0.09391771019677997
1A31_HUMAN	1.00	0.90	1119	0.67920	825	9	-294.0	-0.26273458445040215
1A66_HUMAN	1.00	0.90	1117	0.67920	824	9	-293.0	-0.26230975828111014
SELS_HUMAN	1.00	0.98	942	0.71374	614	9	-328.0	-0.3481953290870488
TERA_HUMAN	1.00	1.00	858	0.72070	595	9	-263.0	-0.30652680652680653
E2AK1_HUMAN	2.00	1.90	399	1.34757	334	1	-65.0	-0.16290726817042606
GBRG2_HUMAN	2.00	1.49	527	1.01406	551	1	24.0	0.04554079696394687
GCR_HUMAN	2.00	1.99	318	1.37435	318	1	0.0	0.0
GNAO_HUMAN	1.00	0.68	1357	0.47840	1487	4	130.0	0.09579955784819455
GRIP2_HUMAN	1.00	0.96	1029	0.57015	1244	3	215.0	0.20894071914480078
KCC2B_HUMAN	2.00	1.28	561	0.96212	568	3	7.0	0.012477718360071301
KPCZ_HUMAN	4.00	3.48	152	2.31355	160	1	8.0	0.05263157894736842
DUS19_HUMAN	1.00	1.00	794	0.70566	637	1	-157.0	-0.1977329974811083
K2C1_HUMAN	1.00	0.64	1403	0.50000	1419	18	16.0	0.011404133998574484
3BP5_HUMAN	1.00	0.90	1124	0.65253	964	1	-160.0	-0.1423487544483986
STAT4_HUMAN	2.00	1.96	362	1.35640	327	1	-35.0	-0.09668508287292818
MNDA_HUMAN	1.00	0.90	1123	0.64292	1014	1	-109.0	-0.09706144256455922
NDUS1_HUMAN	1.00	0.64	1402	0.50457	1405	1	3.0	0.0021398002853067048
NEDD8_HUMAN	1.00	0.92	1055	0.65113	983	1	-72.0	-0.06824644549763033
CAN1_HUMAN	4.00	3.96	127	2.59545	137	1	10.0	0.07874015748031496
CALX_HUMAN	3.00	2.96	184	1.93380	213	3	29.0	0.15760869565217392
2AAA_HUMAN	3.00	1.92	376	1.48659	282	3	-94.0	-0.25
CC106_HUMAN	1.00	0.83	1250	0.61241	1140	1	-110.0	-0.088
SMAD3_HUMAN	2.00	1.81	454	1.30715	380	1	-74.0	-0.16299559471365638
PCDAD_HUMAN	1.00	0.56	1563	0.48507	1456	1	-107.0	-0.06845809341010876
PDK1L_HUMAN	1.00	0.98	945	0.64438	996	5	51.0	0.05396825396825397
PI42A_HUMAN	1.00	0.90	1122	0.59652	1184	1	62.0	0.05525846702317291
PRKN2_HUMAN	3.00	2.63	236	1.76577	252	4	16.0	0.06779661016949153
PRPH2_HUMAN	4.00	3.48	153	2.22111	163	12	10.0	0.06535947712418301
DP13B_HUMAN	1.00	0.90	1121	0.56870	1246	4	125.0	0.11150758251561106
AMPM2_HUMAN	1.00	0.56	1562	0.44844	1540	1	-22.0	-0.014084507042253521
C42S1_HUMAN	1.00	0.85	1233	0.57354	1237	1	4.0	0.0032441200324412004
ELMO1_HUMAN	1.00	0.64	1401	0.48433	1461	1	60.0	0.042826552462526764
RAE1_HUMAN	1.00	0.98	944	0.59859	1180	4	236.0	0.25
ROM1_HUMAN	2.00	1.68	477	1.09749	520	12	43.0	0.09014675052410902
SLK_HUMAN	3.00	2.96	187	1.90704	224	3	37.0	0.19786096256684493
SPIN1_HUMAN	2.00	1.81	453	1.21532	455	1	2.0	0.004415011037527594
SPN1_HUMAN	1.00	0.98	943	0.65670	950	6	7.0	0.007423117709437964
SYSM_HUMAN	1.00	0.90	1120	0.62055	1114	1	-6.0	-0.005357142857142857
TB10A_HUMAN	1.00	0.64	1400	0.43685	1574	22	174.0	0.12428571428571429
CANB2_HUMAN	2.00	1.58	501	1.00250	557	22	56.0	0.11177644710578842
TIF1B_HUMAN	1.00	0.64	1399	0.50457	1404	1	5.0	0.0035739814152966403
HAX1_HUMAN	2.00	1.84	433	1.34409	344	2	-89.0	-0.20554272517321015
TIM50_HUMAN	2.00	1.84	432	1.34409	343	2	-89.0	-0.20601851851851852
CBWD2_HUMAN	1.00	0.92	1058	0.69158	675	2	-383.0	-0.3620037807183365
HEAT6_HUMAN	1.00	0.92	1057	0.69158	674	2	-383.0	-0.3623462630085147
HSP7C_HUMAN	8.00	6.54	61	4.65442	60	3	-1.0	-0.01639344262295082
SPB3_HUMAN	1.00	0.92	1056	0.69158	673	2	-383.0	-0.3626893939393939
UBC9_HUMAN	3.00	3.00	172	2.06207	175	1	3.0	0.01744186046511628
AP1G1_HUMAN	1.00	0.68	1356	0.47883	1484	4	128.0	0.0943952802359882
APBA1_HUMAN	1.00	1.00	623	0.62980	1084	8	461.0	0.7399678972712681
PIM2_HUMAN	1.00	1.00	795	0.68683	697	1	-98.0	-0.12327044025157233
WASF1_HUMAN	2.00	1.99	315	1.32040	371	1	56.0	0.17777777777777778
BCL10_HUMAN	2.00	1.55	507	1.12881	509	1	2.0	0.0039447731755424065
ITPR1_HUMAN	1.00	1.00	753	0.63728	1038	1	285.0	0.3784860557768924
BKRB2_HUMAN	1.00	1.00	622	0.70085	641	4	19.0	0.03054662379421222
BIRC7_HUMAN	2.00	2.00	287	1.29893	390	1	103.0	0.3588850174216028
CH60_HUMAN	3.00	2.80	217	1.93522	212	1	-5.0	-0.02304147465437788
PARG_HUMAN	1.00	1.00	853	0.65917	934	1	81.0	0.09495896834701055
STK4_HUMAN	2.00	2.00	286	1.34497	336	1	50.0	0.17482517482517482
ZPR1_HUMAN	1.00	0.68	1358	0.46063	1516	1	158.0	0.11634756995581738
PAX3_HUMAN	1.00	1.00	752	0.69296	669	1	-83.0	-0.11037234042553191
DNJB1_HUMAN	1.00	1.00	620	0.57153	1240	8	620.0	1.0
DUS9_HUMAN	1.00	1.00	777	0.70643	628	7	-149.0	-0.19176319176319176
E41L1_HUMAN	1.00	1.00	621	0.62278	1108	3	487.0	0.784219001610306
EEA1_HUMAN	2.00	1.98	332	1.30426	386	4	54.0	0.16265060240963855
ERCC2_HUMAN	1.00	0.97	1011	0.67294	869	1	-142.0	-0.1404549950544016
ERCC6_HUMAN	1.00	1.00	619	0.68426	718	1	99.0	0.15993537964458804
FKBP8_HUMAN	5.00	4.42	104	2.98872	110	1	6.0	0.057692307692307696
GA45A_HUMAN	3.00	2.44	257	1.75733	255	1	-2.0	-0.007782101167315175
GBLP_HUMAN	2.00	2.00	304	1.31982	372	4	68.0	0.2236842105263158
GDS1_HUMAN	1.00	0.83	1249	0.56814	1249	1	0.0	0.0
GRB2_HUMAN	5.00	4.17	112	2.97748	112	1	0.0	0.0
HSP71_HUMAN	3.00	2.96	185	2.01252	193	1	8.0	0.043243243243243246
IFNG_HUMAN	1.00	0.84	1242	0.58823	1202	5	-40.0	-0.0322061191626409
IMA7_HUMAN	2.00	1.61	496	1.10218	519	3	23.0	0.046370967741935484
JIP3_HUMAN	2.00	1.90	390	1.32645	364	1	-26.0	-0.06666666666666667
LMNB1_HUMAN	2.00	1.96	368	1.24186	436	12	68.0	0.18478260869565216
M3K3_HUMAN	2.00	1.57	505	1.18058	481	1	-24.0	-0.047524752475247525
TRAF5_HUMAN	2.00	1.61	497	1.22282	452	1	-45.0	-0.09054325955734406
DUS16_HUMAN	2.00	2.00	295	1.36161	324	7	29.0	0.09830508474576272
KS6A4_HUMAN	1.00	1.00	626	0.70669	619	7	-7.0	-0.011182108626198083
MKNK1_HUMAN	1.00	1.00	627	0.70669	620	7	-7.0	-0.011164274322169059
SMAD7_HUMAN	3.00	3.00	170	2.02708	187	1	17.0	0.1
SYT1_HUMAN	1.00	0.75	1287	0.53211	1319	4	32.0	0.024864024864024864
ARL3_HUMAN	1.00	1.00	839	0.68292	792	1	-47.0	-0.05601907032181168
COX17_HUMAN	1.00	1.00	836	0.68292	789	1	-47.0	-0.056220095693779906
ERH_HUMAN	1.00	1.00	837	0.68292	790	1	-47.0	-0.056152927120669056
MD2BP_HUMAN	1.00	1.00	838	0.68292	791	1	-47.0	-0.05608591885441527
NQO1_HUMAN	2.00	1.48	530	1.08968	524	14	-6.0	-0.011320754716981131
NUCL_HUMAN	1.00	1.00	628	0.68426	719	1	91.0	0.1449044585987261
PCAF_HUMAN	1.00	0.72	1303	0.56107	1261	1	-42.0	-0.03223330775134305
PCDA6_HUMAN	1.00	0.90	1125	0.64292	1015	1	-110.0	-0.09777777777777778
WDR33_HUMAN	1.00	1.00	841	0.68292	794	1	-47.0	-0.0558858501783591
ZNF24_HUMAN	1.00	1.00	840	0.68292	793	1	-47.0	-0.055952380952380955
APOA1_HUMAN	1.00	0.78	1265	0.51995	1364	15	99.0	0.0782608695652174
AKAP5_HUMAN	2.00	1.90	404	1.17675	485	1	81.0	0.2004950495049505
PRIO_HUMAN	2.00	1.91	383	1.04197	542	19	159.0	0.4151436031331593
PTN6_HUMAN	2.00	1.99	321	1.38346	309	4	-12.0	-0.037383177570093455
PTTG1_HUMAN	1.00	1.00	631	0.68426	720	1	89.0	0.1410459587955626
ARFP2_HUMAN	1.00	1.00	632	0.63542	1046	1	414.0	0.6550632911392406
NCK1_HUMAN	1.00	0.94	1044	0.60997	1147	1	103.0	0.09865900383141762
RASD1_HUMAN	1.00	1.00	630	0.70085	642	4	12.0	0.01904761904761905
GEMI7_HUMAN	1.00	1.00	629	0.66484	884	6	255.0	0.40540540540540543
HNRPR_HUMAN	1.00	0.99	888	0.66182	916	6	28.0	0.03153153153153153
SNRPA_HUMAN	1.00	0.90	1108	0.62463	1103	6	-5.0	-0.004512635379061372
SSR3_HUMAN	1.00	0.98	1005	0.67410	867	1	-138.0	-0.1373134328358209
TAF6_HUMAN	1.00	0.75	1286	0.57611	1232	1	-54.0	-0.041990668740279936
PGS1_HUMAN	1.00	1.00	624	0.65239	976	5	352.0	0.5641025641025641
ATRAP_HUMAN	1.00	0.77	1269	0.58757	1203	2	-66.0	-0.05200945626477541
RUVB1_HUMAN	1.00	0.98	915	0.67902	843	2	-72.0	-0.07868852459016394
SL9A1_HUMAN	4.00	3.74	139	2.72841	127	17	-12.0	-0.08633093525179857
DDB1_HUMAN	1.00	0.98	914	0.71939	599	2	-315.0	-0.34463894967177244
EPIPL_HUMAN	2.00	1.97	345	1.39841	295	2	-50.0	-0.14492753623188406
GCN1L_HUMAN	3.00	2.58	245	1.93141	215	2	-30.0	-0.12244897959183673
K6PP_HUMAN	1.00	0.98	917	0.71939	601	2	-316.0	-0.3446019629225736
RS18_HUMAN	1.00	0.98	916	0.71939	600	2	-316.0	-0.34497816593886466
TRAIP_HUMAN	1.00	1.00	625	0.72639	589	2	-36.0	-0.0576
TOM22_HUMAN	1.00	0.81	1262	0.48207	1478	16	216.0	0.17115689381933438
VAV2_HUMAN	2.00	1.55	513	1.11127	514	6	1.0	0.001949317738791423
VRK1_HUMAN	1.00	1.00	796	0.68384	772	1	-24.0	-0.03015075376884422
NALP6_HUMAN	1.00	0.49	1630	0.39567	1599	1	-31.0	-0.01901840490797546
APOE_HUMAN	1.00	0.63	1513	0.45491	1523	15	10.0	0.006609385327164574
TNFL6_HUMAN	4.00	2.62	239	2.06080	176	1	-63.0	-0.26359832635983266
UB2D1_HUMAN	1.00	0.60	1536	0.46564	1503	1	-33.0	-0.021484375
CAR12_HUMAN	1.00	0.97	1013	0.63265	1072	1	59.0	0.05824284304047384
SC6A3_HUMAN	3.00	2.08	275	1.52250	278	1	3.0	0.01090909090909091
CIAS1_HUMAN	1.00	0.63	1506	0.48805	1444	1	-62.0	-0.041168658698539175
CP2D6_HUMAN	2.00	1.69	476	1.14720	498	20	22.0	0.046218487394957986
CISY_HUMAN	1.00	0.66	1380	0.45179	1531	1	151.0	0.10942028985507246
EAA1_HUMAN	2.00	1.70	472	1.10400	516	8	44.0	0.09322033898305085
MGR3_HUMAN	1.00	0.50	1626	0.30292	1629	8	3.0	0.0018450184501845018
CAH3_HUMAN	2.00	1.05	587	0.81513	583	3	-4.0	-0.0068143100511073255
IL1A_HUMAN	3.00	2.14	270	1.61316	274	5	4.0	0.014814814814814815
HNF1B_HUMAN	3.00	1.63	481	1.36649	321	1	-160.0	-0.33264033264033266
CCR5_HUMAN	3.00	2.04	278	1.35793	326	10	48.0	0.17266187050359713
TNR25_HUMAN	2.00	1.22	579	0.87099	579	10	0.0	0.0
NEP_HUMAN	1.00	0.71	1314	0.51670	1372	1	58.0	0.0441400304414003
K1C20_HUMAN	1.00	0.59	1538	0.50108	1417	1	-121.0	-0.07867360208062418
SMAD4_HUMAN	3.00	2.57	247	1.81150	243	11	-4.0	-0.016194331983805668
VHL_HUMAN	2.00	1.23	578	0.94161	574	1	-4.0	-0.006920415224913495
PHX2A_HUMAN	1.00	0.57	1553	0.47569	1490	6	-63.0	-0.04056664520283323
PP2CA_HUMAN	1.00	0.81	1253	0.58706	1207	1	-46.0	-0.03671189146049481
CRK_HUMAN	2.00	1.07	586	0.86360	580	3	-6.0	-0.010238907849829351
PAXI_HUMAN	2.00	1.86	423	1.23870	438	1	15.0	0.03546099290780142
RL5_HUMAN	1.00	0.63	1510	0.51877	1367	1	-143.0	-0.09470198675496688
BIRC1_HUMAN	2.00	1.70	473	1.17697	484	6	11.0	0.023255813953488372
SPB9_HUMAN	2.00	1.54	516	1.13902	502	1	-14.0	-0.027131782945736434
TNFC_HUMAN	2.00	1.69	474	1.21148	460	5	-14.0	-0.029535864978902954
TNR8_HUMAN	2.00	1.29	557	1.01670	549	1	-8.0	-0.01436265709156194
1433G_HUMAN	4.00	3.74	140	2.56365	141	8	1.0	0.007142857142857143
1B42_HUMAN	2.00	1.28	563	0.86143	581	16	18.0	0.03197158081705151
41_HUMAN	1.00	0.64	1410	0.44367	1556	1	146.0	0.10354609929078014
ACINU_HUMAN	1.00	0.98	947	0.65262	955	1	8.0	0.008447729672650475
ACTN1_HUMAN	2.00	1.45	541	0.98732	559	8	18.0	0.033271719038817
BNIPL_HUMAN	2.00	1.98	337	1.28614	409	1	72.0	0.21364985163204747
LMNA_HUMAN	1.00	0.98	948	0.63581	1042	1	94.0	0.09915611814345991
NLRC4_HUMAN	1.00	1.00	634	0.64373	1001	1	367.0	0.5788643533123028
MLH1_HUMAN	2.00	1.58	502	1.16223	495	1	-7.0	-0.013944223107569721
NEDD4_HUMAN	2.00	1.96	363	1.28843	405	1	42.0	0.11570247933884298
RAC2_HUMAN	2.00	1.36	552	1.02536	545	1	-7.0	-0.012681159420289856
USO1_HUMAN	1.00	0.92	1059	0.62852	1088	1	29.0	0.027384324834749764
COX42_HUMAN	1.00	1.00	798	0.58422	1213	1	415.0	0.5200501253132832
CPT1A_HUMAN	1.00	0.99	893	0.63421	1064	1	171.0	0.19148936170212766
CSN7A_HUMAN	1.00	0.90	1129	0.64292	1017	1	-112.0	-0.09920283436669619
H4_HUMAN	2.00	1.55	509	1.18102	480	1	-29.0	-0.05697445972495088
1A01_HUMAN	1.00	0.90	1131	0.67920	827	9	-304.0	-0.268788682581786
1A80_HUMAN	1.00	0.90	1130	0.67920	826	9	-304.0	-0.26902654867256637
DLG3_HUMAN	5.00	4.38	106	3.00581	109	3	3.0	0.02830188679245283
EZRI_HUMAN	2.00	1.28	564	1.01056	554	1	-10.0	-0.01773049645390071
IKZF3_HUMAN	1.00	1.00	769	0.65676	948	1	179.0	0.23276983094928477
IPYR_HUMAN	1.00	0.99	903	0.67842	850	1	-53.0	-0.058693244739756366
IRS1_HUMAN	2.00	1.90	410	1.25310	428	1	18.0	0.04390243902439024
KAPCA_HUMAN	5.00	4.75	94	3.15812	96	3	2.0	0.02127659574468085
LEG1_HUMAN	1.00	0.90	1126	0.62447	1104	6	-22.0	-0.019538188277087035
MED19_HUMAN	1.00	0.64	1406	0.50787	1390	6	-16.0	-0.011379800853485065
MYB_HUMAN	1.00	0.64	1404	0.50000	1420	18	16.0	0.011396011396011397
SK2L2_HUMAN	1.00	0.64	1405	0.50000	1421	18	16.0	0.011387900355871887
K2C8_HUMAN	1.00	1.00	633	0.70669	621	7	-12.0	-0.018957345971563982
SYMC_HUMAN	1.00	0.90	1127	0.66423	898	7	-229.0	-0.20319432120674358
MOES_HUMAN	2.00	1.28	562	1.01056	553	1	-9.0	-0.01601423487544484
MT1A_HUMAN	1.00	0.64	1407	0.52341	1339	1	-68.0	-0.048329779673063254
MTR1A_HUMAN	1.00	0.64	1408	0.48433	1462	1	54.0	0.03835227272727273
MYOZ3_HUMAN	2.00	1.89	411	1.17360	488	1	77.0	0.1873479318734793
NB5R1_HUMAN	1.00	0.56	1564	0.41031	1589	1	25.0	0.0159846547314578
EPHB2_HUMAN	3.00	2.57	248	1.79254	249	3	1.0	0.004032258064516129
LIN7B_HUMAN	1.00	1.00	797	0.63407	1065	4	268.0	0.33626097867001253
CLH1_HUMAN	5.00	4.62	98	3.15802	97	3	-1.0	-0.01020408163265306
DYN1_HUMAN	2.00	1.49	528	1.05559	537	3	9.0	0.017045454545454544
MP2K2_HUMAN	5.00	4.12	114	2.85768	122	3	8.0	0.07017543859649122
NP1L1_HUMAN	2.00	1.61	498	1.19966	468	1	-30.0	-0.060240963855421686
CD2A1_HUMAN	1.00	0.90	1128	0.64292	1016	1	-112.0	-0.09929078014184398
